Nome_csv,Squadra_csv,Ruolo,Media,ALG FCP,Punteggio FantaCalcioPedia,Solidit√† fantainvestimento,Resistenza infortuni,Ultimi Arrivi,In Crescita,Rischiosi,Fuoriclasse,Outsider,Titolari,Economici,Giovani,Infortunati,Buona Media,Goleador,Assistman,Rigorista,Sp. Piazzati,Presenze previste,Gol previsti,Assist previsti,MatchingKey,Id,R,RM,Nome_excel,Squadra_excel,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
romagnoli,Lazio,D,71.75,68,79,80,60,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/2,romagnoli,460.0,D,Dc,romagnoli,Lazio,9.0,10.0,-1.0,9.0,10.0,-1.0,26.0,26.0
rossi f.,Atalanta,P,45.25,39,42,20,80,,,,,,,,,,,,,,,0/10,0,0,rossi,2297.0,P,Por,rossi f.,Atalanta,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
rovella,Lazio,C,58.0,64,68,40,60,,,,,,,,,,Buona Media,,,,,11/20,0/2,0/3,rovella,4459.0,C,M;C,rovella,Lazio,7.0,7.0,0.0,7.0,7.0,0.0,11.0,12.0
royal emerson,Milan,D,60.75,55,68,60,60,,,,,,,,,,,,,,,21/30,0/3,0/3,royal,,,,,,,,,,,,,
rrahmani,Napoli,D,60.5,74,68,40,60,,,,,,,,,,,,,,,21/30,0/3,0/1,rrahmani,4409.0,D,Dc,rrahmani,Napoli,11.0,11.0,0.0,11.0,11.0,0.0,26.0,26.0
ruggeri,Atalanta,D,58.5,73,61,40,60,,,,,Outsider,,,,,,,Assistman,,,11/20,0/3,3/5,ruggeri,5354.0,D,E,ruggeri,Atalanta,12.0,11.0,1.0,11.0,10.0,1.0,43.0,40.0
rui mario,Napoli,P,62.75,56,75,60,60,,,,,,,,,,,,,,,21/30,0/2,0/3,rui,4270.0,P,Por,rui patricio,Atalanta,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ryan,Roma,P,52.25,47,62,40,60,,,,,,,,,,,,,,,0/10,0,0,ryan,5384.0,P,Por,ryan,Roma,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
sabelli,Genoa,D,54.75,56,63,40,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,3/5,sabelli,791.0,D,Dd;Ds;E,sabelli,Genoa,7.0,6.0,1.0,8.0,7.0,1.0,8.0,10.0
saelemaekers alexis,Roma,C,73.5,80,74,60,80,,,,,Outsider,,,,,Buona Media,Goleador,Assistman,,,21/30,4/7,3/5,saelemaekers,4892.0,C,W,saelemaekers,Roma,4.0,5.0,-1.0,4.0,5.0,-1.0,25.0,23.0
sagrado,Venezia,D,48.0,51,61,40,40,,,,,,,,,,,,,,,21/30,0/3,0/3,sagrado,6681.0,D,Dd;E,sagrado,Venezia,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0
sala m.,Como,D,48.25,57,56,20,60,,,,,,,,,,,,,,,0/10,0,0,sala,4386.0,D,Ds;E,sala m.,Como,2.0,2.0,0.0,2.0,2.0,0.0,6.0,6.0
samardzic,Atalanta,C,60.5,81,61,40,60,,,,,Outsider,,,,,Buona Media,,Assistman,,,11/20,3/5,3/5,samardzic,5119.0,C,T,samardzic,Atalanta,16.0,17.0,-1.0,15.0,16.0,-1.0,60.0,57.0
sambia,Empoli,D,55.5,58,64,40,60,,,,,,,,,,,,,,,11/20,0/2,0/3,sambia,5856.0,D,Dd;E,sambia,Empoli,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
sanabria,Torino,A,62.5,77,73,40,60,,,,,,,,,,,,,Rigorista,,11/20,4/7,0/3,sanabria,479.0,A,Pc,sanabria,Torino,10.0,10.0,0.0,9.0,9.0,0.0,21.0,19.0
sanchez,Udinese,A,56.0,63,81,40,40,,,,,Outsider,,,,,Buona Media,,Assistman,,,11/20,8/11,4/7,sanchez,2475.0,A,A,sanchez,Udinese,15.0,16.0,-1.0,15.0,16.0,-1.0,65.0,65.0
sansone nicola,Lecce,A,58.0,59,73,60,40,,,,,,,,,,Buona Media,,Assistman,Rigorista,,21/30,4/7,4/7,sansone,,,,,,,,,,,,,
sarr a.,Verona,A,49.0,55,61,20,60,,,,,,,,,,,,,,,0/10,0/3,0/3,sarr,6159.0,A,A,sarr a.,Verona,4.0,4.0,0.0,4.0,4.0,0.0,7.0,7.0
sava,Udinese,P,51.25,43,62,40,60,,,,,,,,,,,,,,,0/10,8/11,0,sava,6842.0,P,Por,sava,Udinese,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
savona,Juventus,D,57.5,64,66,40,60,,,,,,,,,,,Goleador,,Rigorista,,21/30,3/5,0/3,savona,6802.0,D,B;Dd;E,savona,Juventus,4.0,1.0,3.0,4.0,1.0,3.0,14.0,14.0
sazonov,Empoli,D,50.25,43,58,40,60,,,,,,,,,,,,,,,11/20,0/1,0/1,sazonov,6474.0,D,Dc,sazonov,Empoli,1.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0
scalvini,Atalanta,D,55.25,64,57,20,80,,,,,,,,,,,,,,,0/10,0/2,0/1,scalvini,5526.0,D,Dc,scalvini,Atalanta,7.0,8.0,-1.0,7.0,8.0,-1.0,12.0,12.0
scamacca,Atalanta,A,64.75,90,69,60,40,,,,,,,,,,,Goleador,,,,0/10,0/3,0/3,scamacca,2137.0,A,Pc,scamacca,Atalanta,26.0,28.0,-2.0,25.0,27.0,-2.0,145.0,140.0
schingtienne,Venezia,D,50.75,45,58,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,schingtienne,6892.0,D,Dd;Dc,schingtienne,Venezia,3.0,3.0,0.0,3.0,3.0,0.0,6.0,7.0
schuurs,Torino,D,46.75,57,30,60,40,,,,,,,,,,Buona Media,,,,,21/30,0/2,0/2,schuurs,6041.0,D,Dc,schuurs,Torino,6.0,7.0,-1.0,6.0,7.0,-1.0,10.0,10.0
scuffet,Cagliari,P,51.5,64,62,20,60,,,,,,,,,,,,,,,0/10,0,0,scuffet,574.0,P,Por,scuffet,Cagliari,8.0,7.0,1.0,8.0,7.0,1.0,32.0,32.0
sensi,Monza,C,49.5,48,70,60,20,,,,,,,,,,,Goleador,,,,0/10,0/3,0/3,sensi,1978.0,C,C;T,sensi,Monza,6.0,7.0,-1.0,6.0,7.0,-1.0,16.0,16.0
serdar,Verona,C,62.25,59,70,60,60,,,,,,,,,,,Goleador,,,,21/30,3/5,3/5,serdar,6458.0,C,M;C,serdar,Verona,4.0,5.0,-1.0,5.0,6.0,-1.0,10.0,12.0
sherri,Cagliari,P,50.0,42,58,40,60,,,,,,,,,,,,,,,0/10,0,0,sherri,6650.0,P,Por,sherri,Cagliari,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
shomurodov,Roma,A,65.5,70,72,60,60,,,,,,,,,,,Goleador,,,,0/10,0/3,0/3,shomurodov,5311.0,A,Pc,shomurodov,Roma,5.0,3.0,2.0,5.0,3.0,2.0,20.0,20.0
silva dani,Verona,C,49.25,44,53,40,60,,,,,,,,,,,,,,,0/10,0/2,0/2,silva,,,,,,,,,,,,,
simeone,Napoli,A,63.0,58,74,60,60,,,,,,,,,,,,,,,21/30,4/7,3/5,simeone,2061.0,A,Pc,simeone,Napoli,11.0,11.0,0.0,10.0,10.0,0.0,15.0,13.0
skorupski,Bologna,P,62.75,81,70,40,60,,,,,,,,,,Buona Media,,,Rigorista,,30+,40/50,0,skorupski,133.0,P,Por,skorupski,Bologna,12.0,11.0,1.0,12.0,11.0,1.0,50.0,50.0
sohm,Parma,C,55.5,60,62,40,60,,,,,Outsider,,,,,Buona Media,,Assistman,,,21/30,3/5,3/5,sohm,5319.0,C,C,sohm,Parma,7.0,5.0,2.0,6.0,4.0,2.0,13.0,13.0
solbakken,Empoli,A,60.5,52,70,40,80,,,,,,,,,,,,Assistman,,,11/20,3/5,4/7,solbakken,6119.0,A,A,solbakken,Empoli,3.0,3.0,0.0,3.0,3.0,0.0,15.0,15.0
sommariva,Genoa,P,41.75,42,45,20,60,,,,,,,,,,,,,,,0/10,0,0,sommariva,219.0,P,Por,sommariva,Genoa,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
sommer,Inter,P,64.75,82,77,60,40,,,,,,,,,,,,,,,21/30,20/30,0,sommer,2428.0,P,Por,sommer,Inter,19.0,18.0,1.0,19.0,18.0,1.0,110.0,110.0
sosa b.,Torino,D,58.5,65,69,40,60,,,,,Outsider,,,,,,,Assistman,,,21/30,0/3,3/5,sosa,6820.0,D,E,sosa b.,Torino,7.0,8.0,-1.0,6.0,7.0,-1.0,17.0,15.0
sottil riccardo,Fiorentina,C,59.0,69,67,40,60,,,,,,,,,,,,,,,11/20,3/5,0/3,sottil,2839.0,C,W,sottil,Fiorentina,8.0,9.0,-1.0,8.0,9.0,-1.0,20.0,20.0
soule,Roma,A,58.25,71,62,60,40,,,,,Outsider,,,,,Buona Media,Goleador,Assistman,,,21/30,8/11,4/7,soule,5734.0,A,W;A,soule,Roma,19.0,20.0,-1.0,21.0,22.0,-1.0,90.0,105.0
spinazzola,Napoli,D,52.75,60,71,60,20,,,,,Outsider,,,,,Buona Media,,Assistman,,,21/30,0/3,4/7,spinazzola,1852.0,D,E,spinazzola,Napoli,13.0,13.0,0.0,12.0,12.0,0.0,38.0,35.0
sportiello,Milan,P,59.75,53,66,40,80,,,,,,,,,,Buona Media,,,,,0/10,3/5,0,sportiello,4.0,P,Por,sportiello,Milan,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
stankovic f.,Venezia,P,51.75,49,58,40,60,,,,,,,,,,,,,,,30+,0,0,stankovic,6248.0,P,Por,stankovic f.,Venezia,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
strefezza gabriel,Como,C,56.75,65,62,40,60,,,,,,,,,,,,Assistman,,,21/30,8/11,0/3,strefezza,4486.0,C,W,strefezza,Como,12.0,12.0,0.0,12.0,11.0,1.0,32.0,30.0
sulemana i.,Atalanta,C,61.25,64,61,40,80,,,,,,,,,,,,,,,11/20,0/2,0/2,sulemana,6024.0,C,M;C,sulemana i.,Atalanta,1.0,2.0,-1.0,2.0,3.0,-1.0,4.0,5.0
suslov,Verona,C,54.75,61,58,40,60,,,,,Outsider,,,,,,,Assistman,,,21/30,3/5,4/7,suslov,6486.0,C,W;T,suslov,Verona,13.0,13.0,0.0,13.0,13.0,0.0,37.0,37.0
suzuki,Parma,P,58.25,52,61,60,60,,,,,,,,,,,,,,,21/30,0,0,suzuki,6641.0,P,Por,suzuki,Parma,7.0,7.0,0.0,7.0,7.0,0.0,22.0,22.0
sverko,Venezia,D,53.0,49,63,40,60,,,,,,,,,,,,,,,30+,0/3,0/3,sverko,6673.0,D,B;Ds;E,sverko,Venezia,5.0,4.0,1.0,6.0,5.0,1.0,9.0,12.0
svilar,Roma,P,61.0,72,52,60,60,,,,,Outsider,,,,,,,,,,11/20,8/11,0,svilar,5841.0,P,Por,svilar,Roma,14.0,13.0,1.0,14.0,13.0,1.0,70.0,70.0
svoboda,Venezia,D,52.5,48,62,40,60,,,,,Outsider,,,,,,,,,,11/20,0/2,0/2,svoboda,5484.0,D,Dc,svoboda,Venezia,4.0,4.0,0.0,4.0,4.0,0.0,8.0,8.0
tameze,Torino,C,62.75,67,64,40,80,,,,,,,,,,,,,,,21/30,0/3,0/2,tameze,4890.0,C,M;C,tameze,Torino,6.0,5.0,1.0,6.0,6.0,0.0,9.0,11.0
taremi,Inter,A,53.25,65,68,40,40,,,,,,,,,,Buona Media,,Assistman,,,11/20,4/7,3/5,taremi,6628.0,A,Pc,taremi,Inter,15.0,15.0,0.0,14.0,14.0,0.0,66.0,64.0
tavares n.,Lazio,D,55.75,60,63,60,40,,,,,,,,,,,,Assistman,,,21/30,0/3,0/3,tavares,5620.0,D,Ds;E,tavares n.,Lazio,7.0,6.0,1.0,7.0,6.0,1.0,29.0,29.0
tchaouna loum,Lazio,C,56.0,65,59,40,60,,,,,Outsider,,,,,,,Assistman,,,11/20,3/5,3/5,tchaouna,5919.0,C,W,tchaouna,Lazio,8.0,9.0,-1.0,8.0,9.0,-1.0,21.0,20.0
tchatchoua,Verona,D,50.0,57,63,40,40,,,,,,,,,,,,,,,21/30,0/3,0/3,tchatchoua,6480.0,D,Dd;E,tchatchoua,Verona,8.0,6.0,2.0,8.0,6.0,2.0,23.0,23.0
tengstedt,Verona,A,53.25,69,64,20,60,,,,,Outsider,,,,,,Goleador,,,,21/30,4/7,3/5,tengstedt,6801.0,A,Pc,tengstedt,Verona,13.0,12.0,1.0,12.0,11.0,1.0,36.0,34.0
terracciano,Fiorentina,P,52.25,69,60,20,60,,,,,,,,,,,,,,,0/10,3/5,0,terracciano,2815.0,P,Por,terracciano,Fiorentina,11.0,11.0,0.0,11.0,11.0,0.0,20.0,20.0
terracciano filippo,Milan,P,56.0,62,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,terracciano,2815.0,P,Por,terracciano,Fiorentina,11.0,11.0,0.0,11.0,11.0,0.0,20.0,20.0
thauvin,Udinese,A,62.5,55,75,60,60,,,,,Outsider,,,,,Buona Media,,Assistman,,,21/30,3/5,4/7,thauvin,2369.0,A,A,thauvin,Udinese,11.0,10.0,1.0,11.0,10.0,1.0,40.0,40.0
thiaw,Milan,D,56.75,60,67,40,60,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/1,thiaw,6055.0,D,Dc,thiaw,Milan,3.0,4.0,-1.0,3.0,4.0,-1.0,10.0,10.0
thorsby,Genoa,C,57.25,65,64,40,60,,,,,,,,,,,,,,,21/30,0/2,0/2,thorsby,4404.0,C,C,thorsby,Genoa,5.0,5.0,0.0,4.0,4.0,0.0,10.0,8.0
thuram,Inter,A,70.0,82,78,60,60,,,,,Outsider,,,,,Buona Media,Goleador,,,,21/30,12/15,4/7,thuram,4871.0,A,Pc,thuram,Inter,34.0,31.0,3.0,33.0,30.0,3.0,300.0,300.0
thuram k.,Juventus,C,52.75,64,67,40,40,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/3,thuram,5562.0,C,M;C,thuram k.,Juventus,10.0,10.0,0.0,12.0,12.0,0.0,25.0,30.0
toloi,Atalanta,D,63.25,59,74,80,40,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/1,toloi,695.0,D,Dc,toloi,Atalanta,4.0,4.0,0.0,4.0,4.0,0.0,9.0,9.0
tomori,Milan,D,62.25,72,77,40,60,,,,,Outsider,,,,,Buona Media,,,,,21/30,0/2,0/2,tomori,4751.0,D,Dc,tomori,Milan,13.0,14.0,-1.0,13.0,14.0,-1.0,41.0,41.0
torriani,Milan,P,43.5,47,47,20,60,,,,,,,,,,,,,,,0/10,0,0,torriani,6813.0,P,Por,torriani,Milan,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
toure issak,Udinese,D,52.75,48,63,40,60,,,,,,,,,,,,,,,11/20,0/3,0/1,toure,5900.0,D,Dc,toure i.s.,Udinese,3.0,3.0,0.0,3.0,3.0,0.0,5.0,5.0
traore chaka,Milan,A,54.25,60,57,40,60,,,,,Outsider,,,,,,,,,,0/10,0/3,0/3,traore,,,,,,,,,,,,,
turati,Monza,P,63.5,67,67,40,80,,,,,,,,,,,,,,,30+,0,0,turati,4867.0,P,Por,turati,Monza,8.0,8.0,0.0,8.0,8.0,0.0,23.0,23.0
urbanski,Bologna,C,52.25,51,58,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,urbanski,5425.0,C,C;W;T,urbanski,Bologna,4.0,5.0,-1.0,5.0,6.0,-1.0,10.0,11.0
valenti,Parma,D,39.0,42,54,40,20,,,,,,,,,,,,,,,0/10,0/2,0/1,valenti,5307.0,D,Dc,valenti,Parma,2.0,3.0,-1.0,2.0,3.0,-1.0,5.0,5.0
valentini nicolas,Fiorentina,D,53.5,52,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,valentini,,,,,,,,,,,,,
valeri,Parma,D,57.25,69,60,40,60,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,valeri,5862.0,D,Ds;E,valeri,Parma,7.0,6.0,1.0,7.0,6.0,1.0,11.0,11.0
van der brempt,Como,D,49.0,50,66,40,40,,,,,,,,,,,,Assistman,,,11/20,0/2,0/3,van,6896.0,D,Dd;E,van der brempt,Como,6.0,5.0,1.0,6.0,5.0,1.0,8.0,8.0
varane,Como,D,53.25,61,72,40,40,,,,Fuoriclasse,,,,,,Buona Media,,,,,21/30,0/3,0/3,varane,2602.0,D,Dc,varane,Como,8.0,9.0,-1.0,8.0,9.0,-1.0,15.0,15.0
vasquez,Genoa,D,64.5,69,69,40,80,,,,,,,,,,,,,,,11/20,0/3,0/2,vasquez,5514.0,D,Ds;Dc,vasquez,Genoa,9.0,9.0,0.0,10.0,10.0,0.0,16.0,18.0
vasquez d.,Empoli,P,53.5,52,62,40,60,,,,,,,,,,,,,,,30+,40/50,0,vasquez,6125.0,P,Por,vasquez d.,Empoli,7.0,5.0,2.0,7.0,5.0,2.0,14.0,14.0
vecino,Lazio,C,60.75,69,74,40,60,,,,,,,,,,Buona Media,,,,,21/30,3/5,0/3,vecino,181.0,C,M;C,vecino,Lazio,7.0,7.0,0.0,8.0,8.0,0.0,15.0,18.0
verdi simone,Como,C,60.5,65,77,60,40,,,,,,,,,,,Goleador,,Rigorista,,21/30,4/7,4/7,verdi,376.0,C,W;T,verdi,Como,8.0,9.0,-1.0,8.0,9.0,-1.0,18.0,20.0
vignato samuele,Monza,C,53.0,51,61,40,60,,,,,Outsider,,,,,,,,,,0/10,0/2,0/2,vignato,5879.0,C,T;A,vignato s.,Monza,3.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0
vigorito,Como,P,50.75,35,48,40,80,,,,,,,,,,,,,,,0/10,0,0,vigorito,2809.0,P,Por,vigorito,Como,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
viola,Cagliari,C,53.75,56,59,60,40,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/3,viola,440.0,C,C;T,viola,Cagliari,5.0,6.0,-1.0,5.0,6.0,-1.0,14.0,14.0
viti,Empoli,D,50.0,48,52,40,60,,,,,Outsider,,,,,,,,,,21/30,0/2,0/1,viti,5718.0,D,Dc,viti,Empoli,6.0,5.0,1.0,6.0,5.0,1.0,8.0,8.0
vitinha vitor manuel,Genoa,A,50.25,40,61,40,60,,,,,,,,,,,,Assistman,,,21/30,4/7,3/5,vitinha,6164.0,A,Pc,vitinha o.,Genoa,12.0,12.0,0.0,11.0,11.0,0.0,77.0,75.0
vlahovic,Juventus,A,75.5,93,89,60,60,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,21/30,20+,4/7,vlahovic,2841.0,A,Pc,vlahovic,Juventus,37.0,37.0,0.0,38.0,38.0,0.0,380.0,380.0
vlasic nikola,Torino,C,65.0,70,70,60,60,,,,,,,,,,,,,,,11/20,3/5,3/5,vlasic,5687.0,C,T,vlasic,Torino,14.0,15.0,-1.0,13.0,14.0,-1.0,41.0,39.0
vogliacco,Genoa,D,54.5,56,62,40,60,,,,,,,,,,,,,,,11/20,0,0,vogliacco,6245.0,D,Dd;Dc,vogliacco,Genoa,5.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0
vojvoda,Torino,D,58.5,68,66,40,60,,,,,,,,,,Buona Media,,,,,21/30,0/2,0/2,vojvoda,4994.0,D,B;Dd;E,vojvoda,Torino,7.0,6.0,1.0,7.0,7.0,0.0,12.0,14.0
walukiewicz,Torino,D,51.25,62,63,40,40,,,,,,,,,,,,,,,11/20,0/1,0/1,walukiewicz,4374.0,D,Dc,walukiewicz,Torino,4.0,4.0,0.0,4.0,4.0,0.0,6.0,6.0
weah,Juventus,C,56.75,63,64,40,60,,,,,,,,,,,,Assistman,,,21/30,3/5,3/5,weah,4662.0,C,W,weah,Juventus,6.0,5.0,1.0,5.0,4.0,1.0,21.0,20.0
wieteska,Cagliari,D,51.75,45,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,wieteska,6464.0,D,Dc,wieteska,Cagliari,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0
yalcin guven,Genoa,A,48.0,56,56,20,60,,,,,,,,,,,,,,,0/10,0/3,0/3,yalcin,,,,,,,,,,,,,
yeboah john,Venezia,C,52.5,48,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,yeboah,6904.0,C,W;T,yeboah j.,Venezia,3.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0
yildiz,Juventus,A,55.25,63,58,40,60,,,,,,,,,,,,,,,21/30,8/11,3/5,yildiz,6434.0,A,A,yildiz,Juventus,16.0,15.0,1.0,17.0,16.0,1.0,93.0,95.0
zaccagni mattia,Lazio,C,79.0,76,80,80,80,,,,Fuoriclasse,,,,,,Buona Media,Goleador,Assistman,,,21/30,8/11,4/7,zaccagni,632.0,C,W;A,zaccagni,Lazio,26.0,27.0,-1.0,26.0,26.0,0.0,148.0,148.0
zalewski nicola,Roma,C,56.5,62,64,40,60,,,,,,,,,,,,,,,21/30,3/5,0/3,zalewski,5422.0,C,W,zalewski,Roma,4.0,2.0,2.0,4.0,2.0,2.0,8.0,7.0
zampano,Venezia,D,54.0,51,65,40,60,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,zampano,1952.0,D,Dd;Ds;E,zampano,Venezia,5.0,5.0,0.0,6.0,6.0,0.0,8.0,10.0
zaniolo nicolo,Atalanta,C,68.25,74,79,60,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,4/7,4/7,zaniolo,2766.0,C,T;A,zaniolo,Atalanta,12.0,13.0,-1.0,11.0,12.0,-1.0,28.0,28.0
zanoli,Genoa,D,60.5,56,66,40,80,,,,,Outsider,,,,,,,Assistman,,,21/30,0/2,0/3,zanoli,5527.0,D,Dd;E,zanoli,Genoa,6.0,6.0,0.0,6.0,6.0,0.0,9.0,9.0
zapata d.,Torino,A,68.0,87,85,60,40,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,11/20,4/7,4/7,zapata,608.0,A,Pc,zapata d.,Torino,25.0,25.0,0.0,25.0,25.0,0.0,172.0,170.0
zappa,Cagliari,D,59.5,70,68,40,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,0/3,zappa,4461.0,D,B;Dd;E,zappa,Cagliari,6.0,6.0,0.0,7.0,7.0,0.0,10.0,12.0
zappacosta,Atalanta,D,65.0,72,68,60,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,3/5,3/5,zappacosta,554.0,D,E,zappacosta,Atalanta,10.0,9.0,1.0,9.0,8.0,1.0,28.0,25.0
zarraga,Udinese,C,59.0,50,66,60,60,,,,,,,,,,Buona Media,,,,,21/30,0/2,0/3,zarraga,6212.0,C,M;C,zarraga,Udinese,3.0,3.0,0.0,4.0,4.0,0.0,6.0,8.0
zemura,Udinese,D,55.75,54,69,40,60,,,,,,,,,,,,,,,21/30,0/2,0/3,zemura,6211.0,D,Ds;E,zemura,Udinese,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0
zerbin,Napoli,C,50.75,73,30,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,zerbin,5998.0,C,E;W,zerbin,Napoli,1.0,2.0,-1.0,1.0,2.0,-1.0,4.0,4.0
zielinski,Inter,C,75.0,80,80,80,60,,,,,,,,,,Buona Media,Goleador,,,,30+,8/11,3/5,zielinski,152.0,C,C;T,zielinski,Inter,10.0,11.0,-1.0,10.0,11.0,-1.0,25.0,25.0
zortea,Cagliari,D,57.5,69,61,40,60,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,3/5,zortea,4433.0,D,Dd;Ds;E,zortea,Cagliari,6.0,7.0,-1.0,7.0,8.0,-1.0,16.0,19.0
zurkowski,Empoli,C,60.75,59,64,60,60,,,,,,,,,,,Goleador,,,,11/20,0/3,3/5,zurkowski,4376.0,C,C;T,zurkowski,Empoli,9.0,10.0,-1.0,9.0,10.0,-1.0,23.0,23.0
